subject_id,subject_name,subject_category,grade_level,education_type,subject_description,total_students_enrolled_subject,total_tutors_offering_subject,last_updated
SUB01231,Technical Drawing,STEM,7,IGCSE (Cambridge / Edexcel),Technical Drawing for Grade 7 in the IGCSE (Cambridge / Edexcel) curriculum.,590,27,2025-11-16
SUB01232,Arabic,Language & Literature,7,IGCSE (Cambridge / Edexcel),Arabic for Grade 7 in the IGCSE (Cambridge / Edexcel) curriculum.,524,79,2025-11-16
SUB01233,English,Language & Literature,7,IGCSE (Cambridge / Edexcel),English for Grade 7 in the IGCSE (Cambridge / Edexcel) curriculum.,536,48,2025-11-16
SUB01234,French,Language & Literature,7,IGCSE (Cambridge / Edexcel),French for Grade 7 in the IGCSE (Cambridge / Edexcel) curriculum.,494,65,2025-11-16
SUB01235,Spanish,Language & Literature,7,IGCSE (Cambridge / Edexcel),Spanish for Grade 7 in the IGCSE (Cambridge / Edexcel) curriculum.,228,76,2025-11-16
SUB01236,German,Language & Literature,7,IGCSE (Cambridge / Edexcel),German for Grade 7 in the IGCSE (Cambridge / Edexcel) curriculum.,543,55,2025-11-16
SUB01237,Urdu,Language & Literature,7,IGCSE (Cambridge / Edexcel),Urdu for Grade 7 in the IGCSE (Cambridge / Edexcel) curriculum.,459,44,2025-11-16
SUB01238,Hindi,Language & Literature,7,IGCSE (Cambridge / Edexcel),Hindi for Grade 7 in the IGCSE (Cambridge / Edexcel) curriculum.,123,38,2025-11-16
SUB01239,Literature,Language & Literature,7,IGCSE (Cambridge / Edexcel),Literature for Grade 7 in the IGCSE (Cambridge / Edexcel) curriculum.,477,39,2025-11-16
SUB01240,Creative Writing,Language & Literature,7,IGCSE (Cambridge / Edexcel),Creative Writing for Grade 7 in the IGCSE (Cambridge / Edexcel) curriculum.,567,26,2025-11-16
SUB01241,Translation & Linguistics,Language & Literature,7,IGCSE (Cambridge / Edexcel),Translation & Linguistics for Grade 7 in the IGCSE (Cambridge / Edexcel) curriculum.,317,27,2025-11-16
SUB01242,Islamic Arabic,Language & Literature,7,IGCSE (Cambridge / Edexcel),Islamic Arabic for Grade 7 in the IGCSE (Cambridge / Edexcel) curriculum.,350,38,2025-11-16
SUB01243,History,Humanities & Social Sciences,7,IGCSE (Cambridge / Edexcel),History for Grade 7 in the IGCSE (Cambridge / Edexcel) curriculum.,576,11,2025-11-16
SUB01244,Geography,Humanities & Social Sciences,7,IGCSE (Cambridge / Edexcel),Geography for Grade 7 in the IGCSE (Cambridge / Edexcel) curriculum.,475,29,2025-11-16
SUB01245,Economics,Humanities & Social Sciences,7,IGCSE (Cambridge / Edexcel),Economics for Grade 7 in the IGCSE (Cambridge / Edexcel) curriculum.,539,62,2025-11-16
SUB01246,Civics,Humanities & Social Sciences,7,IGCSE (Cambridge / Edexcel),Civics for Grade 7 in the IGCSE (Cambridge / Edexcel) curriculum.,313,63,2025-11-16
SUB01247,Political Science,Humanities & Social Sciences,7,IGCSE (Cambridge / Edexcel),Political Science for Grade 7 in the IGCSE (Cambridge / Edexcel) curriculum.,388,4,2025-11-16
SUB01248,Sociology,Humanities & Social Sciences,7,IGCSE (Cambridge / Edexcel),Sociology for Grade 7 in the IGCSE (Cambridge / Edexcel) curriculum.,535,64,2025-11-16
SUB01249,Psychology,Humanities & Social Sciences,7,IGCSE (Cambridge / Edexcel),Psychology for Grade 7 in the IGCSE (Cambridge / Edexcel) curriculum.,397,10,2025-11-16
SUB01250,Philosophy,Humanities & Social Sciences,7,IGCSE (Cambridge / Edexcel),Philosophy for Grade 7 in the IGCSE (Cambridge / Edexcel) curriculum.,120,12,2025-11-16
SUB01251,Law,Humanities & Social Sciences,7,IGCSE (Cambridge / Edexcel),Law for Grade 7 in the IGCSE (Cambridge / Edexcel) curriculum.,331,17,2025-11-16
SUB01252,Religious Studies,Humanities & Social Sciences,7,IGCSE (Cambridge / Edexcel),Religious Studies for Grade 7 in the IGCSE (Cambridge / Edexcel) curriculum.,100,77,2025-11-16
SUB01253,Islamic Studies,Humanities & Social Sciences,7,IGCSE (Cambridge / Edexcel),Islamic Studies for Grade 7 in the IGCSE (Cambridge / Edexcel) curriculum.,430,5,2025-11-16
SUB01254,Art,Arts & Design,7,IGCSE (Cambridge / Edexcel),Art for Grade 7 in the IGCSE (Cambridge / Edexcel) curriculum.,508,67,2025-11-16
SUB01255,Music,Arts & Design,7,IGCSE (Cambridge / Edexcel),Music for Grade 7 in the IGCSE (Cambridge / Edexcel) curriculum.,553,26,2025-11-16
SUB01256,Drama,Arts & Design,7,IGCSE (Cambridge / Edexcel),Drama for Grade 7 in the IGCSE (Cambridge / Edexcel) curriculum.,418,50,2025-11-16
SUB01257,Film Studies,Arts & Design,7,IGCSE (Cambridge / Edexcel),Film Studies for Grade 7 in the IGCSE (Cambridge / Edexcel) curriculum.,434,37,2025-11-16
SUB01258,Design & Technology,Arts & Design,7,IGCSE (Cambridge / Edexcel),Design & Technology for Grade 7 in the IGCSE (Cambridge / Edexcel) curriculum.,194,19,2025-11-16
SUB01259,Architecture,Arts & Design,7,IGCSE (Cambridge / Edexcel),Architecture for Grade 7 in the IGCSE (Cambridge / Edexcel) curriculum.,76,73,2025-11-16
SUB01260,Calligraphy,Arts & Design,7,IGCSE (Cambridge / Edexcel),Calligraphy for Grade 7 in the IGCSE (Cambridge / Edexcel) curriculum.,512,53,2025-11-16
SUB01261,Fashion Design,Arts & Design,7,IGCSE (Cambridge / Edexcel),Fashion Design for Grade 7 in the IGCSE (Cambridge / Edexcel) curriculum.,357,20,2025-11-16
SUB01262,Home Economics,Arts & Design,7,IGCSE (Cambridge / Edexcel),Home Economics for Grade 7 in the IGCSE (Cambridge / Edexcel) curriculum.,185,77,2025-11-16
SUB01263,Physical Education,Physical & Health,7,IGCSE (Cambridge / Edexcel),Physical Education for Grade 7 in the IGCSE (Cambridge / Edexcel) curriculum.,465,79,2025-11-16
SUB01264,Health Education,Physical & Health,7,IGCSE (Cambridge / Edexcel),Health Education for Grade 7 in the IGCSE (Cambridge / Edexcel) curriculum.,340,74,2025-11-16
SUB01265,Nutrition & Fitness,Physical & Health,7,IGCSE (Cambridge / Edexcel),Nutrition & Fitness for Grade 7 in the IGCSE (Cambridge / Edexcel) curriculum.,175,66,2025-11-16
SUB01266,Sports Science,Physical & Health,7,IGCSE (Cambridge / Edexcel),Sports Science for Grade 7 in the IGCSE (Cambridge / Edexcel) curriculum.,295,26,2025-11-16
SUB01267,First Aid & Public Safety,Physical & Health,7,IGCSE (Cambridge / Edexcel),First Aid & Public Safety for Grade 7 in the IGCSE (Cambridge / Edexcel) curriculum.,582,77,2025-11-16
SUB01268,Automotive Mechanics,Vocational & Technical,7,IGCSE (Cambridge / Edexcel),Automotive Mechanics for Grade 7 in the IGCSE (Cambridge / Edexcel) curriculum.,425,11,2025-11-16
SUB01269,Electrical Studies,Vocational & Technical,7,IGCSE (Cambridge / Edexcel),Electrical Studies for Grade 7 in the IGCSE (Cambridge / Edexcel) curriculum.,50,22,2025-11-16
SUB01270,Carpentry,Vocational & Technical,7,IGCSE (Cambridge / Edexcel),Carpentry for Grade 7 in the IGCSE (Cambridge / Edexcel) curriculum.,257,69,2025-11-16
SUB01271,Plumbing,Vocational & Technical,7,IGCSE (Cambridge / Edexcel),Plumbing for Grade 7 in the IGCSE (Cambridge / Edexcel) curriculum.,445,65,2025-11-16
SUB01272,Hospitality,Vocational & Technical,7,IGCSE (Cambridge / Edexcel),Hospitality for Grade 7 in the IGCSE (Cambridge / Edexcel) curriculum.,477,40,2025-11-16
SUB01273,Entrepreneurship,Vocational & Technical,7,IGCSE (Cambridge / Edexcel),Entrepreneurship for Grade 7 in the IGCSE (Cambridge / Edexcel) curriculum.,531,26,2025-11-16
SUB01274,Marketing,Vocational & Technical,7,IGCSE (Cambridge / Edexcel),Marketing for Grade 7 in the IGCSE (Cambridge / Edexcel) curriculum.,366,61,2025-11-16
SUB01275,Accounting,Vocational & Technical,7,IGCSE (Cambridge / Edexcel),Accounting for Grade 7 in the IGCSE (Cambridge / Edexcel) curriculum.,364,53,2025-11-16
SUB01276,Agriculture,Vocational & Technical,7,IGCSE (Cambridge / Edexcel),Agriculture for Grade 7 in the IGCSE (Cambridge / Edexcel) curriculum.,149,79,2025-11-16
SUB01277,Mathematics,STEM,8,IGCSE (Cambridge / Edexcel),Mathematics for Grade 8 in the IGCSE (Cambridge / Edexcel) curriculum.,511,17,2025-11-16
SUB01278,Advanced Mathematics,STEM,8,IGCSE (Cambridge / Edexcel),Advanced Mathematics for Grade 8 in the IGCSE (Cambridge / Edexcel) curriculum.,585,51,2025-11-16
SUB01279,Physics,STEM,8,IGCSE (Cambridge / Edexcel),Physics for Grade 8 in the IGCSE (Cambridge / Edexcel) curriculum.,330,35,2025-11-16
SUB01280,Chemistry,STEM,8,IGCSE (Cambridge / Edexcel),Chemistry for Grade 8 in the IGCSE (Cambridge / Edexcel) curriculum.,529,44,2025-11-16
SUB01281,Biology,STEM,8,IGCSE (Cambridge / Edexcel),Biology for Grade 8 in the IGCSE (Cambridge / Edexcel) curriculum.,320,13,2025-11-16
SUB01282,Computer Science,STEM,8,IGCSE (Cambridge / Edexcel),Computer Science for Grade 8 in the IGCSE (Cambridge / Edexcel) curriculum.,87,24,2025-11-16
SUB01283,Statistics,STEM,8,IGCSE (Cambridge / Edexcel),Statistics for Grade 8 in the IGCSE (Cambridge / Edexcel) curriculum.,132,14,2025-11-16
SUB01284,Robotics,STEM,8,IGCSE (Cambridge / Edexcel),Robotics for Grade 8 in the IGCSE (Cambridge / Edexcel) curriculum.,73,49,2025-11-16
SUB01285,Engineering Fundamentals,STEM,8,IGCSE (Cambridge / Edexcel),Engineering Fundamentals for Grade 8 in the IGCSE (Cambridge / Edexcel) curriculum.,412,7,2025-11-16
SUB01286,Environmental Science,STEM,8,IGCSE (Cambridge / Edexcel),Environmental Science for Grade 8 in the IGCSE (Cambridge / Edexcel) curriculum.,567,80,2025-11-16
SUB01287,Earth Science,STEM,8,IGCSE (Cambridge / Edexcel),Earth Science for Grade 8 in the IGCSE (Cambridge / Edexcel) curriculum.,308,63,2025-11-16
SUB01288,Agriculture Technology,STEM,8,IGCSE (Cambridge / Edexcel),Agriculture Technology for Grade 8 in the IGCSE (Cambridge / Edexcel) curriculum.,87,55,2025-11-16
SUB01289,Technical Drawing,STEM,8,IGCSE (Cambridge / Edexcel),Technical Drawing for Grade 8 in the IGCSE (Cambridge / Edexcel) curriculum.,119,61,2025-11-16
SUB01290,Arabic,Language & Literature,8,IGCSE (Cambridge / Edexcel),Arabic for Grade 8 in the IGCSE (Cambridge / Edexcel) curriculum.,257,71,2025-11-16
SUB01291,English,Language & Literature,8,IGCSE (Cambridge / Edexcel),English for Grade 8 in the IGCSE (Cambridge / Edexcel) curriculum.,378,32,2025-11-16
SUB01292,French,Language & Literature,8,IGCSE (Cambridge / Edexcel),French for Grade 8 in the IGCSE (Cambridge / Edexcel) curriculum.,73,74,2025-11-16
SUB01293,Spanish,Language & Literature,8,IGCSE (Cambridge / Edexcel),Spanish for Grade 8 in the IGCSE (Cambridge / Edexcel) curriculum.,313,9,2025-11-16
SUB01294,German,Language & Literature,8,IGCSE (Cambridge / Edexcel),German for Grade 8 in the IGCSE (Cambridge / Edexcel) curriculum.,541,70,2025-11-16
SUB01295,Urdu,Language & Literature,8,IGCSE (Cambridge / Edexcel),Urdu for Grade 8 in the IGCSE (Cambridge / Edexcel) curriculum.,92,16,2025-11-16
SUB01296,Hindi,Language & Literature,8,IGCSE (Cambridge / Edexcel),Hindi for Grade 8 in the IGCSE (Cambridge / Edexcel) curriculum.,551,39,2025-11-16
SUB01297,Literature,Language & Literature,8,IGCSE (Cambridge / Edexcel),Literature for Grade 8 in the IGCSE (Cambridge / Edexcel) curriculum.,50,17,2025-11-16
SUB01298,Creative Writing,Language & Literature,8,IGCSE (Cambridge / Edexcel),Creative Writing for Grade 8 in the IGCSE (Cambridge / Edexcel) curriculum.,505,77,2025-11-16
SUB01299,Translation & Linguistics,Language & Literature,8,IGCSE (Cambridge / Edexcel),Translation & Linguistics for Grade 8 in the IGCSE (Cambridge / Edexcel) curriculum.,473,12,2025-11-16
SUB01300,Islamic Arabic,Language & Literature,8,IGCSE (Cambridge / Edexcel),Islamic Arabic for Grade 8 in the IGCSE (Cambridge / Edexcel) curriculum.,198,71,2025-11-16
SUB01301,History,Humanities & Social Sciences,8,IGCSE (Cambridge / Edexcel),History for Grade 8 in the IGCSE (Cambridge / Edexcel) curriculum.,513,20,2025-11-16
SUB01302,Geography,Humanities & Social Sciences,8,IGCSE (Cambridge / Edexcel),Geography for Grade 8 in the IGCSE (Cambridge / Edexcel) curriculum.,424,53,2025-11-16
SUB01303,Economics,Humanities & Social Sciences,8,IGCSE (Cambridge / Edexcel),Economics for Grade 8 in the IGCSE (Cambridge / Edexcel) curriculum.,150,15,2025-11-16
SUB01304,Civics,Humanities & Social Sciences,8,IGCSE (Cambridge / Edexcel),Civics for Grade 8 in the IGCSE (Cambridge / Edexcel) curriculum.,456,63,2025-11-16
SUB01305,Political Science,Humanities & Social Sciences,8,IGCSE (Cambridge / Edexcel),Political Science for Grade 8 in the IGCSE (Cambridge / Edexcel) curriculum.,352,72,2025-11-16
SUB01306,Sociology,Humanities & Social Sciences,8,IGCSE (Cambridge / Edexcel),Sociology for Grade 8 in the IGCSE (Cambridge / Edexcel) curriculum.,557,78,2025-11-16
SUB01307,Psychology,Humanities & Social Sciences,8,IGCSE (Cambridge / Edexcel),Psychology for Grade 8 in the IGCSE (Cambridge / Edexcel) curriculum.,410,55,2025-11-16
SUB01308,Philosophy,Humanities & Social Sciences,8,IGCSE (Cambridge / Edexcel),Philosophy for Grade 8 in the IGCSE (Cambridge / Edexcel) curriculum.,265,62,2025-11-16
SUB01309,Law,Humanities & Social Sciences,8,IGCSE (Cambridge / Edexcel),Law for Grade 8 in the IGCSE (Cambridge / Edexcel) curriculum.,356,38,2025-11-16
SUB01310,Religious Studies,Humanities & Social Sciences,8,IGCSE (Cambridge / Edexcel),Religious Studies for Grade 8 in the IGCSE (Cambridge / Edexcel) curriculum.,292,68,2025-11-16
SUB01311,Islamic Studies,Humanities & Social Sciences,8,IGCSE (Cambridge / Edexcel),Islamic Studies for Grade 8 in the IGCSE (Cambridge / Edexcel) curriculum.,118,40,2025-11-16
SUB01312,Art,Arts & Design,8,IGCSE (Cambridge / Edexcel),Art for Grade 8 in the IGCSE (Cambridge / Edexcel) curriculum.,446,10,2025-11-16
SUB01313,Music,Arts & Design,8,IGCSE (Cambridge / Edexcel),Music for Grade 8 in the IGCSE (Cambridge / Edexcel) curriculum.,361,28,2025-11-16
SUB01314,Drama,Arts & Design,8,IGCSE (Cambridge / Edexcel),Drama for Grade 8 in the IGCSE (Cambridge / Edexcel) curriculum.,552,77,2025-11-16
SUB01315,Film Studies,Arts & Design,8,IGCSE (Cambridge / Edexcel),Film Studies for Grade 8 in the IGCSE (Cambridge / Edexcel) curriculum.,177,7,2025-11-16
SUB01316,Design & Technology,Arts & Design,8,IGCSE (Cambridge / Edexcel),Design & Technology for Grade 8 in the IGCSE (Cambridge / Edexcel) curriculum.,474,19,2025-11-16
SUB01317,Architecture,Arts & Design,8,IGCSE (Cambridge / Edexcel),Architecture for Grade 8 in the IGCSE (Cambridge / Edexcel) curriculum.,588,25,2025-11-16
SUB01318,Calligraphy,Arts & Design,8,IGCSE (Cambridge / Edexcel),Calligraphy for Grade 8 in the IGCSE (Cambridge / Edexcel) curriculum.,107,40,2025-11-16
SUB01319,Fashion Design,Arts & Design,8,IGCSE (Cambridge / Edexcel),Fashion Design for Grade 8 in the IGCSE (Cambridge / Edexcel) curriculum.,328,79,2025-11-16
SUB01320,Home Economics,Arts & Design,8,IGCSE (Cambridge / Edexcel),Home Economics for Grade 8 in the IGCSE (Cambridge / Edexcel) curriculum.,232,34,2025-11-16
SUB01321,Physical Education,Physical & Health,8,IGCSE (Cambridge / Edexcel),Physical Education for Grade 8 in the IGCSE (Cambridge / Edexcel) curriculum.,133,5,2025-11-16
SUB01322,Health Education,Physical & Health,8,IGCSE (Cambridge / Edexcel),Health Education for Grade 8 in the IGCSE (Cambridge / Edexcel) curriculum.,452,12,2025-11-16
SUB01323,Nutrition & Fitness,Physical & Health,8,IGCSE (Cambridge / Edexcel),Nutrition & Fitness for Grade 8 in the IGCSE (Cambridge / Edexcel) curriculum.,53,17,2025-11-16
SUB01324,Sports Science,Physical & Health,8,IGCSE (Cambridge / Edexcel),Sports Science for Grade 8 in the IGCSE (Cambridge / Edexcel) curriculum.,220,68,2025-11-16
SUB01325,First Aid & Public Safety,Physical & Health,8,IGCSE (Cambridge / Edexcel),First Aid & Public Safety for Grade 8 in the IGCSE (Cambridge / Edexcel) curriculum.,123,24,2025-11-16
SUB01326,Automotive Mechanics,Vocational & Technical,8,IGCSE (Cambridge / Edexcel),Automotive Mechanics for Grade 8 in the IGCSE (Cambridge / Edexcel) curriculum.,541,21,2025-11-16
SUB01327,Electrical Studies,Vocational & Technical,8,IGCSE (Cambridge / Edexcel),Electrical Studies for Grade 8 in the IGCSE (Cambridge / Edexcel) curriculum.,407,17,2025-11-16
SUB01328,Carpentry,Vocational & Technical,8,IGCSE (Cambridge / Edexcel),Carpentry for Grade 8 in the IGCSE (Cambridge / Edexcel) curriculum.,494,55,2025-11-16
SUB01329,Plumbing,Vocational & Technical,8,IGCSE (Cambridge / Edexcel),Plumbing for Grade 8 in the IGCSE (Cambridge / Edexcel) curriculum.,212,14,2025-11-16
SUB01330,Hospitality,Vocational & Technical,8,IGCSE (Cambridge / Edexcel),Hospitality for Grade 8 in the IGCSE (Cambridge / Edexcel) curriculum.,565,3,2025-11-16
SUB01331,Entrepreneurship,Vocational & Technical,8,IGCSE (Cambridge / Edexcel),Entrepreneurship for Grade 8 in the IGCSE (Cambridge / Edexcel) curriculum.,185,49,2025-11-16
SUB01332,Marketing,Vocational & Technical,8,IGCSE (Cambridge / Edexcel),Marketing for Grade 8 in the IGCSE (Cambridge / Edexcel) curriculum.,571,54,2025-11-16
SUB01333,Accounting,Vocational & Technical,8,IGCSE (Cambridge / Edexcel),Accounting for Grade 8 in the IGCSE (Cambridge / Edexcel) curriculum.,416,43,2025-11-16
SUB01334,Agriculture,Vocational & Technical,8,IGCSE (Cambridge / Edexcel),Agriculture for Grade 8 in the IGCSE (Cambridge / Edexcel) curriculum.,499,27,2025-11-16
